OBJECTID_1,OBJECTID,CustomerID,Count_,Country,State,City,Zip_Code,Lat_Long,Lat_Long_X,Lat_Long_Y,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Reason,NEAR_FID,NEAR_DIST,BUFF_DIST,No_in_mile,Shape_Length,Shape_Area
6548,6548,1027-LKKQQ,1,United States,California,Plymouth,95669,"38.489273, -120.891614",-120.891614000000004,38.489272999999997,38.489272999999997,-120.891614000000004,Female,No,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.450000000000003,5886.850000000000364,No,0,54,4480,,372,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
6549,6549,7148-XZPHA,1,United States,California,Rancho Cordova,95670,"38.602723, -121.279913",-121.279912999999993,38.602722999999997,38.602722999999997,-121.279912999999993,Male,No,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,79.400000000000006,4238.449999999999818,No,0,32,4162,,801,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6550,6550,5309-TAIKL,1,United States,California,Rio Linda,95673,"38.688764, -121.457596",-121.457595999999995,38.688763999999999,38.688763999999999,-121.457595999999995,Female,No,No,No,7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),62.799999999999997,418.300000000000011,No,0,46,4080,,373,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6551,6551,6856-RAURS,1,United States,California,Rio Oso,95674,"38.954144, -121.482536",-121.482535999999996,38.954143999999999,38.954143999999999,-121.482535999999996,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.900000000000006,136.050000000000011,No,0,62,2044,,802,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6552,6552,8778-LMWTJ,1,United States,California,River Pines,95675,"38.545775, -120.743325",-120.743324999999999,38.545774999999999,38.545774999999999,-120.743324999999999,Female,No,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.849999999999994,708.200000000000045,No,0,66,5770,,1684,42169.587923611587030,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6553,6553,9717-IOAAF,1,United States,California,Rocklin,95677,"38.7904, -121.236973",-121.236973000000006,38.790399999999998,38.790399999999998,-121.236973000000006,Male,No,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.850000000000001,788.549999999999955,No,0,21,2682,,803,18444.418861283309525,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6554,6554,2845-KDHVX,1,United States,California,Sheridan,95681,"38.984756, -121.345074",-121.345073999999997,38.984755999999997,38.984755999999997,-121.345073999999997,Female,No,Yes,No,64,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,68.299999999999997,4378.800000000000182,No,0,31,5425,,374,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6555,6555,0848-SOMKO,1,United States,California,Shingle Springs,95682,"38.598936, -120.963092",-120.963092000000003,38.598936000000002,38.598936000000002,-120.963092000000003,Male,No,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),48.399999999999999,3442.800000000000182,No,0,66,4483,,786,36405.582643681089394,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6556,6556,6734-FQAJX,1,United States,California,Somerset,95684,"38.606703, -120.586659",-120.586658999999997,38.606703000000003,38.606703000000003,-120.586658999999997,Male,Yes,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.049999999999997,7171.699999999999818,No,0,49,4143,,790,21319.814798361585417,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6557,6557,1535-VTJOQ,1,United States,California,Thornton,95686,"38.157794, -121.520223",-121.520223000000001,38.157794000000003,38.157794000000003,-121.520223000000001,Female,No,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.149999999999999,553.000000000000000,No,0,56,3904,,804,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
6558,6558,6368-TZZDT,1,United States,California,Vacaville,95687,"38.333133, -121.920151",-121.920151000000004,38.333132999999997,38.333132999999997,-121.920151000000004,Male,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.500000000000000,96.849999999999994,No,0,31,5390,,363,7685.786013094843838,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6559,6559,0943-ZQPXH,1,United States,California,Vacaville,95688,"38.419088, -122.024568",-122.024568000000002,38.419088000000002,38.419088000000002,-122.024568000000002,Male,No,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.950000000000003,4122.899999999999636,No,0,78,5635,,1236,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6560,6560,1293-BSEUN,1,United States,California,Volcano,95689,"38.481902, -120.603668",-120.603667999999999,38.481901999999998,38.481901999999998,-120.603667999999999,Female,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.699999999999999,1482.299999999999955,No,0,40,4528,,800,31601.305593928740564,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6561,6561,1302-TPUBN,1,United States,California,West Sacramento,95691,"38.627951, -121.593287",-121.593287000000004,38.627951000000003,38.627951000000003,-121.593287000000004,Male,No,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.350000000000001,1240.799999999999955,No,0,23,5637,,782,19851.688437039541896,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6562,6562,2378-VTKDH,1,United States,California,Woodland,95695,"38.71967, -121.862416",-121.862415999999996,38.719670000000001,38.719670000000001,-121.862415999999996,Male,Yes,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.349999999999994,6578.550000000000182,No,0,69,4073,,805,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6563,6563,0927-CNGRH,1,United States,California,Alta,95701,"39.218096, -120.79153",-120.791529999999995,39.218096000000003,39.218096000000003,-120.791529999999995,Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.550000000000001,19.550000000000001,No,0,21,5272,,808,14893.046670501320477,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6564,6564,8608-OZTLB,1,United States,California,Applegate,95703,"38.983388, -120.988814",-120.988814000000005,38.983387999999998,38.983387999999998,-120.988814000000005,Male,No,Yes,Yes,38,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,74.049999999999997,2802.300000000000182,No,0,59,5975,,806,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6565,6565,2335-GSODA,1,United States,California,Camino,95709,"38.748316, -120.675512",-120.675511999999998,38.748316000000003,38.748316000000003,-120.675511999999998,Male,No,No,Yes,23,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,40.100000000000001,857.750000000000000,No,0,24,2327,,807,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6566,6566,1952-DVVSW,1,United States,California,Colfax,95713,"39.084645, -120.894014",-120.894013999999999,39.084645000000002,39.084645000000002,-120.894013999999999,Female,No,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.100000000000001,184.400000000000006,No,0,77,3509,,378,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6567,6567,6656-GULJQ,1,United States,California,Emigrant Gap,95715,"39.23754, -120.720196",-120.720196000000001,39.237540000000003,39.237540000000003,-120.720196000000001,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.549999999999997,6093.300000000000182,No,0,28,5940,,1239,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6568,6568,9853-JFZDU,1,United States,California,Gold Run,95717,"39.170376, -120.838404",-120.838403999999997,39.170375999999997,39.170375999999997,-120.838403999999997,Female,No,Yes,No,35,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,56.850000000000001,1861.099999999999909,No,0,46,3102,,808,9858.036451442099860,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6569,6569,3777-XROBG,1,United States,California,Echo Lake,95721,"38.851842, -120.076204",-120.076204000000004,38.851841999999998,38.851841999999998,-120.076204000000004,Female,No,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.550000000000001,1079.650000000000091,No,0,78,4125,,809,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6570,6570,6994-FGRHH,1,United States,California,Meadow Vista,95722,"39.003358, -121.022539",-121.022538999999995,39.003357999999999,39.003357999999999,-121.022538999999995,Male,No,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.150000000000006,7475.100000000000364,No,0,50,4649,,379,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
6571,6571,4000-VGMQP,1,United States,California,Pollock Pines,95726,"38.733908, -120.453416",-120.453416000000004,38.733908000000000,38.733908000000000,-120.453416000000004,Male,No,Yes,Yes,38,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.950000000000003,2862.550000000000182,No,0,60,2125,,810,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6572,6572,3999-WRNGR,1,United States,California,Soda Springs,95728,"39.279068, -120.414275",-120.414275000000004,39.279068000000002,39.279068000000002,-120.414275000000004,Female,No,Yes,Yes,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.750000000000000,3069.449999999999818,No,0,77,6307,,380,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
6573,6573,3466-RITXD,1,United States,California,Twin Bridges,95735,"38.805481, -120.13287",-120.132869999999997,38.805481000000000,38.805481000000000,-120.132869999999997,Male,No,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.400000000000006,2349.800000000000182,No,0,75,5461,,809,23389.458746639433230,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6574,6574,2680-XKKNJ,1,United States,California,Weimar,95736,"39.00978, -120.978273",-120.978273000000002,39.009779999999999,39.009779999999999,-120.978273000000002,Female,No,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),58.200000000000003,469.250000000000000,No,0,52,3325,,811,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6575,6575,2974-GGUXS,1,United States,California,Granite Bay,95746,"38.749466, -121.184196",-121.184196000000000,38.749465999999998,38.749465999999998,-121.184196000000000,Female,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.950000000000003,3301.050000000000182,No,0,48,3273,,812,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6576,6576,7994-XIRTR,1,United States,California,Roseville,95747,"38.784329, -121.373245",-121.373244999999997,38.784329000000000,38.784329000000000,-121.373244999999997,Male,Yes,No,No,54,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),65.250000000000000,3529.949999999999818,No,0,66,6161,,388,25207.744967781294690,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6577,6577,2101-RANCD,1,United States,California,El Dorado Hills,95762,"38.684437, -121.055634",-121.055633999999998,38.684437000000003,38.684437000000003,-121.055633999999998,Female,No,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.099999999999994,4144.899999999999636,No,0,46,5832,,1681,23403.328270203677675,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6578,6578,7921-BEPCI,1,United States,California,Rocklin,95765,"38.823278, -121.281856",-121.281856000000005,38.823278000000002,38.823278000000002,-121.281856000000005,Female,No,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),59.750000000000000,4265.000000000000000,No,0,59,4515,,803,23174.583887951870565,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6579,6579,8510-TMWYB,1,United States,California,Sacramento,95814,"38.584505, -121.491956",-121.491956000000002,38.584505000000000,38.584505000000000,-121.491956000000002,Female,No,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.799999999999997,3246.449999999999818,No,0,24,5898,,813,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6580,6580,3258-ZKPAI,1,United States,California,Sacramento,95815,"38.608405, -121.449942",-121.449941999999993,38.608404999999998,38.608404999999998,-121.449941999999993,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.599999999999994,8337.450000000000728,No,0,59,5227,,382,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
6581,6581,1428-IEDPR,1,United States,California,Sacramento,95816,"38.574856, -121.46504",-121.465040000000002,38.574855999999997,38.574855999999997,-121.465040000000002,Male,No,No,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.299999999999997,5731.399999999999636,No,0,33,5624,,815,8295.716197723842924,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6582,6582,5298-GSTLM,1,United States,California,Sacramento,95817,"38.550722, -121.457314",-121.457313999999997,38.550722000000000,38.550722000000000,-121.457313999999997,Female,Yes,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),101.400000000000006,6176.600000000000364,No,0,66,4483,,1245,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6583,6583,4450-YOOHP,1,United States,California,Sacramento,95818,"38.556306, -121.495817",-121.495817000000002,38.556305999999999,38.556305999999999,-121.495817000000002,Female,No,No,No,39,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.649999999999999,1905.400000000000091,No,0,31,5433,,814,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6584,6584,6728-CZFEI,1,United States,California,Sacramento,95819,"38.567594, -121.437507",-121.437506999999997,38.567594000000000,38.567594000000000,-121.437506999999997,Female,No,No,No,15,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,56.149999999999999,931.899999999999977,No,0,25,5473,,815,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6585,6585,3653-NCRDJ,1,United States,California,Sacramento,95821,"38.625096, -121.383658",-121.383657999999997,38.625095999999999,38.625095999999999,-121.383657999999997,Male,No,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.199999999999999,776.250000000000000,No,0,74,5594,,1246,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6586,6586,6121-TNHBO,1,United States,California,Sacramento,95822,"38.512569, -121.495184",-121.495183999999995,38.512568999999999,38.512568999999999,-121.495183999999995,Female,Yes,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),83.000000000000000,5243.050000000000182,No,0,29,5428,,386,11753.645987071462514,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6587,6587,5119-NZPTV,1,United States,California,Sacramento,95823,"38.475465, -121.443625",-121.443624999999997,38.475465000000000,38.475465000000000,-121.443624999999997,Male,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.099999999999994,141.650000000000006,No,0,74,5592,,1247,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6588,6588,6519-ZHPXP,1,United States,California,Sacramento,95824,"38.517295, -121.439819",-121.439819000000000,38.517294999999997,38.517294999999997,-121.439819000000000,Female,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.299999999999997,7679.649999999999636,No,0,33,4183,,383,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6589,6589,3472-QPRCH,1,United States,California,Sacramento,95826,"38.542532, -121.378826",-121.378826000000004,38.542532000000001,38.542532000000001,-121.378826000000004,Male,No,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.250000000000000,1006.899999999999977,No,0,53,3217,,384,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6590,6590,8224-UAXBZ,1,United States,California,Sacramento,95827,"38.549185, -121.328386",-121.328385999999995,38.549185000000001,38.549185000000001,-121.328385999999995,Female,No,Yes,No,58,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,45.350000000000001,2540.099999999999909,No,0,41,5137,,816,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6591,6591,9610-WCESF,1,United States,California,Sacramento,95828,"38.486938, -121.395805",-121.395804999999996,38.486938000000002,38.486938000000002,-121.395804999999996,Male,No,No,No,67,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,43.899999999999999,3097.199999999999818,No,0,62,6344,,385,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
6592,6592,2486-WYVVE,1,United States,California,Sacramento,95830,"38.490508, -121.284171",-121.284171000000001,38.490507999999998,38.490507999999998,-121.284171000000001,Male,No,Yes,No,31,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,79.299999999999997,2484.000000000000000,No,0,34,5238,,1696,14329.102527404884313,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6593,6593,3865-ZYKAD,1,United States,California,Sacramento,95831,"38.494832, -121.529447",-121.529447000000005,38.494832000000002,38.494832000000002,-121.529447000000005,Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.900000000000006,5785.649999999999636,No,0,59,4503,,386,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
6594,6594,1422-DGUBX,1,United States,California,Sacramento,95832,"38.445939, -121.496855",-121.496854999999996,38.445939000000003,38.445939000000003,-121.496854999999996,Male,No,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,79.250000000000000,2619.150000000000091,No,0,43,2735,,1247,18667.959544096273021,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6595,6595,2999-AANRQ,1,United States,California,Sacramento,95833,"38.619049, -121.517552",-121.517551999999995,38.619048999999997,38.619048999999997,-121.517551999999995,Female,No,No,No,21,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),71.049999999999997,1524.849999999999909,No,0,56,5138,,782,11485.188371039748745,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6596,6596,8668-KNZTI,1,United States,California,Sacramento,95834,"38.646209, -121.52446",-121.524460000000005,38.646208999999999,38.646208999999999,-121.524460000000005,Male,No,No,No,52,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,53.750000000000000,2790.650000000000091,No,0,23,5957,,818,15165.661442829292355,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6597,6597,0480-KYJVA,1,United States,California,Sacramento,95835,"38.685069, -121.543709",-121.543709000000007,38.685068999999999,38.685068999999999,-121.543709000000007,Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.250000000000000,1784.500000000000000,No,0,26,5897,,818,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
6598,6598,9746-YKGXB,1,United States,California,Sacramento,95838,"38.646096, -121.442433",-121.442432999999994,38.646096000000000,38.646096000000000,-121.442432999999994,Male,No,Yes,Yes,52,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),44.250000000000000,2276.099999999999909,No,0,30,6340,,387,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
6599,6599,3926-YZVVX,1,United States,California,Sacramento,95841,"38.660442, -121.346321",-121.346321000000003,38.660442000000003,38.660442000000003,-121.346321000000003,Female,No,No,No,41,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),50.049999999999997,2029.049999999999955,No,0,64,2157,,1251,9842.786551113291353,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6600,6600,6000-UKLWI,1,United States,California,Sacramento,95842,"38.687367, -121.34848",-121.348479999999995,38.687367000000002,38.687367000000002,-121.348479999999995,Male,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.149999999999999,802.350000000000023,No,0,47,4982,,1251,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6601,6601,6332-FBZRI,1,United States,California,Sacramento,95864,"38.585826, -121.376263",-121.376262999999994,38.585825999999997,38.585825999999997,-121.376262999999994,Male,No,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),69.349999999999994,4653.250000000000000,No,0,40,5589,,389,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6602,6602,2096-XOTMO,1,United States,California,Marysville,95901,"39.19514, -121.503883",-121.503883000000002,39.195140000000002,39.195140000000002,-121.503883000000002,Female,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.350000000000001,275.899999999999977,No,0,31,4146,,820,40617.042913139484881,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6603,6603,3266-FTKHB,1,United States,California,Beale Afb,95903,"39.125311, -121.392283",-121.392283000000006,39.125311000000004,39.125311000000004,-121.392283000000006,Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.149999999999999,343.449999999999989,No,0,60,2717,,820,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6604,6604,8221-EQDGL,1,United States,California,Alleghany,95910,"39.467828, -120.841386",-120.841386000000000,39.467827999999997,39.467827999999997,-120.841386000000000,Male,No,Yes,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.000000000000000,2130.449999999999818,No,0,79,4355,,827,43904.914449192234315,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6605,6605,2346-LOCWC,1,United States,California,Arbuckle,95912,"38.982373, -122.047751",-122.047751000000005,38.982373000000003,38.982373000000003,-122.047751000000005,Female,No,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.500000000000000,1191.400000000000091,No,0,72,6186,,390,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6606,6606,0298-XACET,1,United States,California,Berry Creek,95916,"39.657228, -121.37778",-121.377780000000001,39.657228000000003,39.657228000000003,-121.377780000000001,Male,No,Yes,Yes,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,50.200000000000003,2554.000000000000000,No,0,47,5396,,1703,58738.257526223409513,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6607,6607,7560-QJAVJ,1,United States,California,Biggs,95917,"39.457388, -121.818201",-121.818201000000002,39.457388000000002,39.457388000000002,-121.818201000000002,Female,No,No,No,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.599999999999994,5589.449999999999818,No,0,38,5474,,821,33498.685198013132322,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6608,6608,2995-YWTCD,1,United States,California,Browns Valley,95918,"39.292334, -121.320597",-121.320597000000006,39.292333999999997,39.292333999999997,-121.320597000000006,Female,No,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.899999999999999,467.699999999999989,No,0,79,5396,,1252,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6609,6609,9137-UIYPG,1,United States,California,Butte City,95920,"39.449794, -121.936372",-121.936372000000006,39.449793999999997,39.449793999999997,-121.936372000000006,Female,No,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.900000000000006,3756.449999999999818,No,0,80,5447,,821,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6610,6610,2809-ZMYOQ,1,United States,California,Camptonville,95922,"39.432127, -121.099287",-121.099287000000004,39.432127000000001,39.432127000000001,-121.099287000000004,Female,No,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.349999999999994,3334.900000000000091,No,0,72,4341,,822,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6611,6611,5084-OOVCJ,1,United States,California,Canyon Dam,95923,"40.171312, -121.120605",-121.120604999999998,40.171312000000000,40.171312000000000,-121.120604999999998,Female,No,Yes,Yes,17,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.350000000000001,920.500000000000000,No,0,57,5465,,392,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
6612,6612,0254-WWRKD,1,United States,California,Challenge,95925,"39.461768, -121.195825",-121.195824999999999,39.461767999999999,39.461767999999999,-121.195824999999999,Female,No,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),50.549999999999997,3431.750000000000000,No,0,51,5122,,393,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
6613,6613,7727-SHVZV,1,United States,California,Chico,95926,"39.745712, -121.84333",-121.843329999999995,39.745711999999997,39.745711999999997,-121.843329999999995,Female,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.500000000000000,150.349999999999994,No,0,54,4883,,824,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
